报告日期,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
流动比率(%),7.24,9.08,8.4,7.94,9.57,7.29,6.37,7.37,6.37,6.54,6.44,7.92,0.83,--,1.04,--,1.09,0.96,--,
速动比率(%),6.48,7.85,7.41,6.86,8.52,6.42,5.62,6.46,5.6,5.83,5.78,7.05,0.59,--,0.81,--,0.84,0.57,--,
现金比率(%),467.14,587.61,525.26,535.32,643.89,469.26,385.4,478.9,432.25,442.63,426.15,516.2,5.22,--,19.24,--,31.44,17.6,--,
利息支付倍数(%),12.13,12.11,-59.18,28.08,-275.39,-334.86,-314.77,-173.73,-850.59,-3725.21,-5221,1342.58,1425.11,--,1637.5,--,1379.03,402.53,--,
资产负债率(%),7.93,5.85,6.42,6.98,5.68,7.53,8.43,7.38,8.95,8.91,10.08,8.86,54.4,--,51.12,--,50.21,52.37,--,
长期债务与营运资金比率(%),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,-8.7,--,
股东权益比率(%),92.07,94.15,93.58,93.02,94.32,92.47,91.57,92.62,91.05,91.09,89.92,91.14,45.6,--,48.88,--,49.79,47.64,--,
长期负债比率(%),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,12.6,--,
股东权益与固定资产比率(%),229.52,--,236.89,--,235.29,--,265.28,--,240.87,--,328.18,--,106.64,--,132.99,--,122.94,--,--,
负债与所有者权益比率(%),8.62,6.21,6.86,7.5,6.02,8.15,9.21,7.97,9.83,9.78,11.21,9.72,119.28,--,104.58,--,100.85,109.93,--,
长期资产与长期资金比率(%),--,--,--,--,--,--,--,--,--,--,--,--,120.16,--,95.9,--,90.7,102.4,--,
资本化比率(%),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,20.91,--,
固定资产净值率(%),73.42,--,75.83,--,80.43,--,81.56,--,77.82,--,75.2,--,72.4,--,67.6,--,69.63,--,--,
资本固定化比率(%),47.37,49.78,49.2,47.92,48.42,48.78,50.52,49.21,47.19,45.82,39.02,32.76,120.16,--,95.9,--,90.7,129.48,--,
产权比率(%),8.46,6.21,6.86,7.5,6.02,8.15,9.21,7.97,9.83,9.78,11.21,9.72,119.28,--,104.58,--,100.85,109.93,--,
清算价值比率(%),--,--,--,--,--,--,--,--,--,--,--,--,171.9,--,180.21,--,192.84,182.2,--,
固定资产比重(%),40.11,--,39.5,--,40.09,--,34.52,--,37.8,--,27.4,--,42.76,--,36.75,--,40.5,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
